GeneID	GeneSymbol	log2fc	pvalue	padj
ENSMUSG00000036775.13	Decr2	0.0421749132995721	0.630810017411747	0.904066746818977
ENSMUSG00000036777.8	Anln	-0.386319212320166	0.0847407283431771	0.415626529973718
ENSMUSG00000036779.12	Tent4b	-0.0994478896467634	0.114631359968963	0.487483641958565
ENSMUSG00000036781.13	Rps27l	-0.12009037795476	0.0463142826022028	0.305670096472234
ENSMUSG00000036782.13	Klhl13	1.0884067744929	0.000781483943823255	0.0188494441384343
ENSMUSG00000036790.5	Slitrk2	NA	NA	NA
ENSMUSG00000036792.12	Mbd5	0.00474467572351442	0.960074391859594	0.992129174917512
ENSMUSG00000036800.8	Fam135b	NA	NA	NA
ENSMUSG00000036805.13	Noxa1	-0.0860095299070164	0.905138636970681	NA
ENSMUSG00000036810.16	Cnep1r1	0.0165065480510834	0.810515280456264	0.959782814694945
ENSMUSG00000036813.11	Entpd8	NA	NA	NA
ENSMUSG00000036814.13	Slc6a20a	-0.385448775654189	0.649349128225754	NA
ENSMUSG00000036815.17	Dpp10	-0.811623867021068	0.376729382840371	NA
ENSMUSG00000036816.4	Atoh7	NA	NA	NA
ENSMUSG00000036817.14	Sun1	0.109846286159718	0.0337354064159529	0.259837045740519
ENSMUSG00000036819.14	Jmjd4	-0.152195400424516	0.1442807185742	0.539351704789867
ENSMUSG00000036820.12	Amdhd2	-0.0316600342569306	0.625988379784897	0.902462704129271
ENSMUSG00000036822.6	Topors	0.116418939381808	0.102475365117525	0.459445911526629
ENSMUSG00000036825.12	Ssx2ip	-0.111725166504208	0.227278430643086	0.65417825032009
ENSMUSG00000036826.14	Igflr1	NA	NA	NA
ENSMUSG00000036832.5	Lpar3	0.264405008514118	0.859519148713249	NA
ENSMUSG00000036833.16	Pnpla7	-0.148566533584952	0.203642508565391	0.627530445074902
ENSMUSG00000036834.16	Plch1	0.900798833984672	0.756737790098858	NA
ENSMUSG00000036835.7	Psenen	-0.0956302686657551	0.244122915798109	0.673703906695384
ENSMUSG00000036840.5	Siah1a	0.0272711297325453	0.779167762382118	0.950898017746968
ENSMUSG00000036845.12	Lin37	-0.0772889721488399	0.457683237589116	0.831333318359334
ENSMUSG00000036850.4	Mrpl41	-0.0729887018260834	0.38972749666593	0.787781356113833
ENSMUSG00000036853.5	Mcoln3	-0.56393284119678	0.346144528082475	NA
ENSMUSG00000036854.14	Hspb6	0.357240310394432	0.1430931992654	0.538073143805678
ENSMUSG00000036855.3	Gjd4	1.49311461400811	0.65488198916634	NA
ENSMUSG00000036856.4	Wnt4	0.0803392032436565	0.928382145753251	NA
ENSMUSG00000036858.8	Ptcra	-1.18946123889202	0.664072989015331	NA
ENSMUSG00000036860.14	Mrpl55	-0.0327523102669656	0.76509915775904	0.946511699367236
ENSMUSG00000036862.15	Dchs1	-0.302149639522136	0.171297540178789	0.584481256522862
ENSMUSG00000036863.12	Syde2	0.208180191308059	0.689235384326837	0.925523020891225
ENSMUSG00000036864.16	Proser3	0.111483908682912	0.52630397409447	0.862227363652316
ENSMUSG00000036867.7	Smad6	-0.213632119740393	0.346500596794208	0.758710675122541
ENSMUSG00000036872.16	Abcc12	0.672078002778874	0.841111315468519	NA
ENSMUSG00000036873.13	2410004B18Rik	-0.0064789620321362	0.946822841665747	0.98987658984746
ENSMUSG00000036875.15	Dna2	-0.163916419997366	0.214652490876058	0.640124576010385
ENSMUSG00000036879.15	Phkb	0.114283268573071	0.171121998616685	0.584389022611391
ENSMUSG00000036880.10	Acaa2	-0.0285761498576811	0.744266835848368	0.942463789630974
ENSMUSG00000036882.7	Arhgap33	0.209030378539272	0.263839305233126	0.693157185819383
ENSMUSG00000036885.14	Arhgef26	0.806490670844898	0.743544890711252	NA
ENSMUSG00000036887.5	C1qa	-0.17438086044965	0.0197829307442197	0.187777785996105
ENSMUSG00000036890.13	Gtdc1	-0.049577796443664	0.72345808946168	0.936414727630244
ENSMUSG00000036892.12	Prodh2	NA	NA	NA
ENSMUSG00000036893.17	Ehmt1	0.0310190232913045	0.601964640908212	0.894709143647482
ENSMUSG00000036894.3	Rap2b	0.134349044538004	0.0255135281027808	0.219397974859393
ENSMUSG00000036896.5	C1qc	-0.124249931118649	0.0450406622637432	0.302159795104206
ENSMUSG00000036898.16	Zfp157	0.160797064411747	0.0697277228058947	0.378024789260054
ENSMUSG00000036899.10	Trpv5	NA	NA	NA
ENSMUSG00000036902.11	Neto2	-0.371237179444861	0.196077616356126	0.618098204085615
ENSMUSG00000036904.6	Fzd8	0.567666434197169	0.121653225007704	0.502831044176432
ENSMUSG00000036905.8	C1qb	-0.1139973264782	0.131261934828731	0.517898933810014
ENSMUSG00000036907.9	C1ql2	3.54119891287232	0.00964711540673314	NA
ENSMUSG00000036908.17	Unc93b1	0.0148666985183393	0.735500369703069	0.938326915173619
ENSMUSG00000036912.17	Piwil4	0.205332926513235	0.781747078176224	NA
ENSMUSG00000036913.15	Trim67	NA	NA	NA
ENSMUSG00000036915.17	Kirrel2	-0.626330058080694	0.851796937554396	NA
ENSMUSG00000036916.13	Zfp280c	0.11320435072923	0.300027103969189	0.725337533746812
ENSMUSG00000036918.16	Ttc7	-0.292176307617284	0.00536024775096262	0.0792142716178741
ENSMUSG00000036921.2	Tex46	NA	NA	NA
ENSMUSG00000036923.12	Stox1	1.38368643187714	0.679389148347506	NA
ENSMUSG00000036924.3	Cst13	NA	NA	NA
ENSMUSG00000036925.8	Mucl2	0.672078002778874	0.841111315468519	NA
ENSMUSG00000036928.14	Stag3	0.50367012722476	0.056502830833376	0.33807181320745
ENSMUSG00000036931.15	Nfkbid	-0.211898263594354	0.0131737751089015	0.143318554875402
ENSMUSG00000036932.14	Aifm1	0.0128156246106934	0.880163051792982	0.97763818904522
ENSMUSG00000036934.9	4921524J17Rik	0.00792072780011661	0.95290324171002	0.991326580711994
ENSMUSG00000036938.17	Try5	-2.14797173373507	0.345497800958869	NA
ENSMUSG00000036940.15	Kdm1a	-0.0886763381911676	0.121366787070203	0.501930042973639
ENSMUSG00000036941.2	Elac1	0.190682404619096	0.0130720011756792	0.142544327477187
ENSMUSG00000036943.9	Rab8b	0.0164720148462742	0.767677964561275	0.946860239338512
ENSMUSG00000036944.6	Tmem71	0.170591316575977	0.167536721966117	0.579600383966291
ENSMUSG00000036948.17	Map11	0.232430338599799	0.0722304731111763	0.385185413881964
ENSMUSG00000036949.16	Slc39a12	0.271012075539838	0.629322486541659	0.904066746818977
ENSMUSG00000036951.2	Aadacl2fm1	NA	NA	NA
ENSMUSG00000036955.16	Kif1bp	-0.104104488292091	0.159020590827973	0.564384550941971
ENSMUSG00000036957.8	Lrfn3	0.397916901151278	0.00434242604286788	0.0685486306982319
ENSMUSG00000036958.5	Cst11	NA	NA	NA
ENSMUSG00000036959.15	Bcorl1	-0.0219506055108329	0.872568713417269	0.975071043341892
ENSMUSG00000036960.10	Clca2	0.672078002778874	0.841111315468519	NA
ENSMUSG00000036961.5	Wnt8b	NA	NA	NA
ENSMUSG00000036962.12	Cfap221	-0.144606034869358	0.936642796271585	NA
ENSMUSG00000036964.14	Trim17	-0.700638556938619	0.500879365198384	NA
ENSMUSG00000036966.15	Spryd3	0.104819301210325	0.138000136726634	0.529702998196175
ENSMUSG00000036968.15	Cnpy4	0.173020380674459	0.0334398510558806	0.259064011204024
ENSMUSG00000036972.14	Zic4	NA	NA	NA
ENSMUSG00000036975.5	Tmem177	-0.201456055533681	0.131280554618379	0.517898933810014
ENSMUSG00000036977.8	Anapc10	0.0897857949855027	0.482534602940548	0.8399959930866
ENSMUSG00000036980.13	Taf6	0.0246085423413267	0.696337377924654	0.927285420753657
ENSMUSG00000036983.7	Tfb1m	-0.201359494837476	0.253070738570692	0.683677642024409
ENSMUSG00000036985.12	Zdhhc9	0.0478822314706194	0.542874183891131	0.870423830849623
ENSMUSG00000036986.16	Pml	0.236240956855422	0.0177858909502768	0.175524960151958
ENSMUSG00000036989.16	Trim3	0.0268573771158238	0.767844828224388	0.946972029762901
ENSMUSG00000036990.13	Otud4	-0.113342071159451	0.0742592687085454	0.390187092658839
ENSMUSG00000036992.10	Nxt1	-0.0191788059389895	0.851890956510248	0.970627806411965
ENSMUSG00000036995.7	Asap3	0.567086313108555	0.301862719882146	0.727216217003407
ENSMUSG00000037001.10	Zfp39	0.197359821533195	0.0916185744591603	0.43397493360581
ENSMUSG00000037003.16	Tns2	-0.0424001482898479	0.829982090376745	0.965201186883001
ENSMUSG00000037005.16	Xpnpep2	-0.292036002353457	0.884825267475547	NA
ENSMUSG00000037007.17	Zfp113	0.126436127239186	0.320748165622569	0.740762852856901
ENSMUSG00000037010.7	Apln	0.440981327456224	0.415986811725458	NA
ENSMUSG00000037012.18	Hk1	0.096837778113209	0.139433195785348	0.531251705947552
ENSMUSG00000037013.17	Ss18	0.0601933448586128	0.291223266075208	0.718867058911451
ENSMUSG00000037014.4	Sstr4	-1.00058082021324	0.627293349992726	NA
ENSMUSG00000037016.11	Frem2	-1.20339870589457	0.719626305351089	NA
ENSMUSG00000037017.15	Zscan21	-0.0414504662168658	0.585346060446015	0.888255378356873
ENSMUSG00000037020.16	Wdr62	0.0893645480649809	0.398517271463484	0.793840775062753
ENSMUSG00000037022.3	Mmaa	0.171334954619634	0.154672348692483	0.556971362497948
ENSMUSG00000037025.11	Foxa2	NA	NA	NA
ENSMUSG00000037028.7	Gm12800	NA	NA	NA
ENSMUSG00000037029.8	Zfp146	0.0490462646963683	0.542724783753445	0.870423830849623
ENSMUSG00000037031.10	Tspan15	-0.0215054159627962	0.970915932727971	NA
ENSMUSG00000037032.16	Apbb1	0.699676368094981	0.00267272287614063	0.0486900384827358
ENSMUSG00000037033.9	Clca3b	NA	NA	NA
ENSMUSG00000037034.16	Pax1	NA	NA	NA
ENSMUSG00000037035.5	Inhbb	-1.20339870589457	0.719626305351089	NA
ENSMUSG00000037049.9	Smpd1	0.172596179603212	0.0141298993717784	0.149830060945141
ENSMUSG00000037053.6	Azgp1	NA	NA	NA
ENSMUSG00000037058.16	Paip2	0.0409735360282747	0.56035230349421	0.87878728861318
ENSMUSG00000037060.3	Cavin3	-0.915427577864217	0.0155671008997026	0.159980052343475
ENSMUSG00000037062.13	Sh3glb1	-0.0466967626381904	0.297072905864802	0.722036340558466
ENSMUSG00000037064.6	Gm5229	NA	NA	NA
ENSMUSG00000037070.10	Rbmxl1	-0.108695838799201	0.272787630996732	0.704040942131285
ENSMUSG00000037071.3	Scd1	0.187556443675884	0.49779330813575	0.846273502710819
ENSMUSG00000037072.15	Selenof	-0.0320514242294303	0.663607719733677	0.915590103480513
ENSMUSG00000037075.7	Rnf139	-0.00760594056983294	0.92397482596595	0.985521241178846
ENSMUSG00000037085.8	Trmt12	0.103115491455228	0.362504599914889	0.769449211272767
ENSMUSG00000037086.3	Prr32	NA	NA	NA
ENSMUSG00000037089.11	Slc35b2	-0.130652043888128	0.0404345511624597	0.284372773026595
ENSMUSG00000037095.8	Lrg1	1.11405193194283	0.00284488235625706	0.0509846401003078
ENSMUSG00000037096.6	Gm9762	-0.169413789384674	0.0945148576106008	0.44078041139848
ENSMUSG00000037098.18	Rab11fip3	-0.0613878411923392	0.548709141057414	0.873041071238687
ENSMUSG00000037101.16	Ttc29	NA	NA	NA
ENSMUSG00000037103.8	Dcaf15	0.108579183458003	0.122508502358742	0.504375964932889
ENSMUSG00000037104.9	Socs5	0.185914918815373	0.0258056437234436	0.220922221368535
ENSMUSG00000037106.8	Fer1l6	0.839148058972351	0.748168424930984	NA
ENSMUSG00000037108.13	Zcwpw1	0.0731654746741049	0.791167455287358	0.953928012306957
ENSMUSG00000037110.20	Ralgapa2	0.0762414996653859	0.310245846275992	0.732968327054016
ENSMUSG00000037111.9	Setd7	0.101233021232801	0.140853935235688	0.534028686719587
ENSMUSG00000037112.16	Sik2	-0.0207406670566489	0.804009684351594	0.957669156560241
ENSMUSG00000037119.4	Fam91a1	0.218477666055236	0.00128085351582906	0.0279104261658739
ENSMUSG00000037124.6	Trim58	0.09501002572043	0.976617078483742	NA
ENSMUSG00000037126.16	Psd	0.58699050346196	0.359482165310763	NA
ENSMUSG00000037129.7	Tmprss13	0.978525506835067	0.553127675315337	NA
ENSMUSG00000037130.4	H2-M10.6	NA	NA	NA
ENSMUSG00000037134.17	Prmt9	-0.010581332490471	0.89348490264021	0.978635902398885
ENSMUSG00000037138.18	Aff3	0.0863349801587885	0.736575857107623	0.938804531938405
ENSMUSG00000037139.15	Myom3	-0.643862021721785	0.518837118945133	NA
ENSMUSG00000037140.6	Tas2r108	0.672078002778874	0.841111315468519	NA
ENSMUSG00000037143.17	Cfap61	-0.135039969504426	0.925349077592911	NA
ENSMUSG00000037145.14	2210407C18Rik	NA	NA	NA
ENSMUSG00000037148.8	Arhgap10	-0.198579298066916	0.00484601077322991	0.0738739584089569
ENSMUSG00000037149.10	Ddx1	-0.0227465234645512	0.675921070919458	0.919771968547263
ENSMUSG00000037151.8	Lrrc20	-0.0940678108443664	0.416108615519757	0.802819740375902
ENSMUSG00000037152.11	Ndufc1	-0.0485188957704634	0.588575413575135	0.890252945719048
ENSMUSG00000037157.8	Il22ra1	1.3074621848481	0.479944837627585	NA
ENSMUSG00000037159.11	Wee2	NA	NA	NA
ENSMUSG00000037161.14	Mgarp	1.06181680959065	0.392212608878886	NA
ENSMUSG00000037166.5	Ppp1r14a	1.38368643187714	0.679389148347506	NA
ENSMUSG00000037167.5	Spaca5	NA	NA	NA
ENSMUSG00000037169.15	Mycn	-1.11911065853201	0.625520143470274	NA
ENSMUSG00000037171.6	Nodal	0.672078002778874	0.841111315468519	NA
ENSMUSG00000037172.14	E330009J07Rik	-0.109068095283583	0.198469162370445	0.620852755762691
ENSMUSG00000037174.18	Elf2	-0.123397829782372	0.0198404084441654	0.188079890002383
ENSMUSG00000037185.9	Krt80	0.356557599522287	0.000418063850828733	0.0116392512454152
ENSMUSG00000037188.7	Grhl3	NA	NA	NA
ENSMUSG00000037190.12	Cyb561d2	-0.00631814636957223	0.944286286359628	0.98987658984746
ENSMUSG00000037196.6	Pacrg	0.455205774355769	0.701328810323317	NA
ENSMUSG00000037197.11	Rbm17	0.0441381831859986	0.450986884399431	0.827663925342206
ENSMUSG00000037202.6	Prf1	1.83411573599286	0.0236204866194685	NA
ENSMUSG00000037204.7	Atg101	0.0934723643925769	0.401685681650838	0.794706027871495
ENSMUSG00000037206.15	Islr	0.297982704817946	0.837340854410284	NA
ENSMUSG00000037210.16	Fam193a	0.00850255029801926	0.911379704737947	0.982658913321857
ENSMUSG00000037211.12	Spry1	0.273071081889797	0.55889284401531	0.878233243842345
ENSMUSG00000037214.12	Thap1	-0.00793877354361473	0.946507022163434	0.98987658984746
ENSMUSG00000037216.5	Lipt1	0.197130462672784	0.45272899645638	0.82876928386379
ENSMUSG00000037217.15	Syn1	0.254422819584251	0.139032290833944	0.530689366236279
ENSMUSG00000037221.13	Mospd3	-0.034212479119019	0.726036154182062	0.936911142511346
ENSMUSG00000037224.15	Zfyve28	-0.501838890586857	0.0385286112489698	0.279161108678924
ENSMUSG00000037225.13	Fgf2	-0.798409140618216	0.00421512452966814	0.0675571598115664
ENSMUSG00000037234.17	Hook3	0.0153728492296408	0.816794326764695	0.961802537498334
ENSMUSG00000037235.13	Mxd4	0.0185481833468513	0.830483293670098	0.965201186883001
ENSMUSG00000037236.16	Matr3	0.0576832967219089	0.555276968198879	0.877217955139953
ENSMUSG00000037239.8	Spred3	0.358591391395732	0.048597318162636	0.313403549188679
ENSMUSG00000037242.8	Clic4	-0.430324241386371	2.50218576522995e-05	0.00118369529829346
ENSMUSG00000037243.17	Zfp692	-0.113833407297949	0.29730864475321	0.722098588159296
ENSMUSG00000037246.6	H2-M10.5	NA	NA	NA
ENSMUSG00000037247.3	Pldi	-1.20339941198103	0.705394235233994	NA
ENSMUSG00000037251.5	Pomk	0.321765275890361	0.0335432414897109	0.259064011204024
ENSMUSG00000037253.8	Mex3c	-0.218661558755754	0.00355332960587611	0.0598960674369806
ENSMUSG00000037254.18	Itih2	NA	NA	NA
ENSMUSG00000037257.8	Aagab	0.0155224466908609	0.803515566478702	0.957669156560241
ENSMUSG00000037259.15	Dzank1	0.648168214110616	0.0919538083940516	0.434782685291351
ENSMUSG00000037260.8	Hgsnat	0.216625782888063	0.0758200249490198	0.394851088734864
ENSMUSG00000037262.7	Kin	0.0515675750008499	0.639904465154335	0.908519468697903
ENSMUSG00000037263.13	Aldh3b3	-0.713903019759459	0.710898734166281	NA
ENSMUSG00000037266.18	Rsrp1	0.0752225757687234	0.317804802877794	0.739281083665905
ENSMUSG00000037270.18	4932438A13Rik	0.0624750568391431	0.434178349586981	0.815564486353209
ENSMUSG00000037275.14	Gemin5	-0.010020651861429	0.904846725851339	0.981157147189893
ENSMUSG00000037278.9	Tmem97	-0.10114440449917	0.299255289028281	0.72466376166787
ENSMUSG00000037279.13	Ovol2	0.672078002778874	0.841111315468519	NA
ENSMUSG00000037280.12	Galnt6	-0.189605565090597	0.108097993225711	0.472928720362485
ENSMUSG00000037286.15	Stag1	0.0516888222148319	0.420807643965712	0.805632388871692
ENSMUSG00000037287.15	Tbcel	-0.0694995664876142	0.267808557619951	0.697834487828107
ENSMUSG00000037295.7	Ldlrap1	-0.236623385235825	0.0121611096310593	0.135313105265163
ENSMUSG00000037296.7	Lsm1	0.055990522100564	0.633895883327771	0.905363794969246
ENSMUSG00000037300.19	Ttc13	-0.0129261822170882	0.797399546240166	0.956638365197482
ENSMUSG00000037306.13	Man1c1	-0.0988502521066549	0.421344191829373	0.806343804407902
ENSMUSG00000037307.11	Banf2	NA	NA	NA
ENSMUSG00000037313.16	Tacc3	-0.0427291088655385	0.697636197446488	0.927942289205346
ENSMUSG00000037315.15	Jade3	-0.153220906447746	0.157781381717062	0.561753814731904
ENSMUSG00000037316.9	Bag4	0.0216007204093915	0.812649578052487	0.960107126630126
ENSMUSG00000037318.10	Traf3ip3	0.013745507891756	0.913179485202339	0.983427370142976
ENSMUSG00000037321.17	Tap1	0.132380257329049	0.612672384019107	0.898940283312142
ENSMUSG00000037325.10	Bbs7	0.229686496324491	0.108511937145471	0.473871331879688
ENSMUSG00000037326.10	Capn15	-0.104173255034397	0.284284275745407	0.712488452334739
ENSMUSG00000037331.15	Larp1	-0.0685409902011599	0.320814959250207	0.740762852856901
ENSMUSG00000037334.2	H2-M1	NA	NA	NA
ENSMUSG00000037335.13	Hand1	NA	NA	NA
ENSMUSG00000037336.14	Mfsd2b	0.0500465248738776	0.849387457578837	0.969887648165822
ENSMUSG00000037337.11	Map4k1	-0.262715247362198	0.0380193305974639	0.276976395038156
ENSMUSG00000037339.17	Fam53a	0.107446354102363	0.116121620693894	0.490597504155687
ENSMUSG00000037341.14	Slc9a7	-0.322306041477918	0.0243512183365728	0.212060936404894
ENSMUSG00000037343.8	Taf2	0.0419447896634798	0.49950859189442	0.84728448431142
ENSMUSG00000037344.14	Slc12a9	-0.0927446436370818	0.325713811197152	0.744945889146324
ENSMUSG00000037346.5	Hrh4	0.532069566906669	0.124325155923688	0.50701568732505
ENSMUSG00000037347.7	Chst7	0.285203998593785	0.406886352031429	0.798702531940108
ENSMUSG00000037348.15	Paqr7	0.162759336886537	0.181728609107489	0.600371717179844
ENSMUSG00000037349.9	Nudt22	-0.00544522735322861	0.969734099737312	0.992865550018146
ENSMUSG00000037351.9	Actr1b	-0.098628911355799	0.0645376294752629	0.362761340074638
ENSMUSG00000037353.9	Letmd1	-0.0653511426901408	0.295520877438946	0.72134049061953
ENSMUSG00000037355.14	Uvssa	0.221156080522327	0.0211736796092079	0.194226922483208
ENSMUSG00000037358.6	Dipk2b	NA	NA	NA
ENSMUSG00000037361.8	Sf3b6	0.0950114568148312	0.286405962319628	0.714067228394653
ENSMUSG00000037362.8	Ccn3	1.38208107394087	0.673483110007286	NA
ENSMUSG00000037363.9	Letm2	0.308508785660096	0.0908569711054916	0.431765890659545
ENSMUSG00000037364.12	Srrt	-0.0177520357059777	0.711632561867572	0.932260180639612
ENSMUSG00000037366.14	Pafah2	-0.105406716804345	0.289698257146479	0.716670873996814
ENSMUSG00000037369.17	Kdm6a	-0.0399354311932227	0.671656500352174	0.918143417008261
ENSMUSG00000037370.13	Enpp1	-0.264064111537509	0.0678754409788399	0.372770126748879
ENSMUSG00000037373.12	Ctbp1	-0.00795116915293475	0.869792868700493	0.974595997821877
ENSMUSG00000037375.16	Hhat	-0.458777347457491	0.0383412687366003	0.278767826485991
ENSMUSG00000037376.14	Trmt6	0.00207037876055892	0.975055481093794	0.993838136150626
ENSMUSG00000037379.7	Spon2	-0.772773438776615	0.590947159074268	NA
ENSMUSG00000037386.16	Rims2	-0.39217917714331	0.615196011791603	NA
ENSMUSG00000037390.12	Muc3	NA	NA	NA
ENSMUSG00000037393.2	Nmur2	NA	NA	NA
ENSMUSG00000037395.15	Rcor3	0.0401673731530602	0.567428411944731	0.881058614113793
ENSMUSG00000037400.17	Atp11b	-0.0493022182214879	0.55828053785363	0.878195002145226
ENSMUSG00000037405.8	Icam1	-0.25341020649897	0.00453988294025013	0.0705268891088646
ENSMUSG00000037406.7	Htra4	-1.29901574764735	2.59795869872235e-05	0.00121334599734915
ENSMUSG00000037408.10	Cnnm4	-0.0638341413716896	0.512615994946576	0.855202368375921
ENSMUSG00000037410.13	Tbc1d2b	-0.0682957661847716	0.465604693902805	0.833310443956151
ENSMUSG00000037411.10	Serpine1	-1.3657281751497	4.36474018077441e-17	3.698406552655e-14
ENSMUSG00000037415.6	Ranbp10	-0.109872579457749	0.132680661571301	0.519979129327398
ENSMUSG00000037416.13	Dmxl1	-0.0452295448579541	0.480911719638374	0.838597086491014
ENSMUSG00000037418.6	Best1	-0.860338763413406	0.000171866011420552	0.00552323100064153
ENSMUSG00000037419.9	Endod1	-0.0921183738027121	0.389077748327977	0.787203283400606
ENSMUSG00000037424.6	Taar9	NA	NA	NA
ENSMUSG00000037426.18	Depdc5	0.00283436263304278	0.972511186251104	0.993241293279385
ENSMUSG00000037428.14	Vgf	-0.00890474129180252	0.996154084740017	NA
ENSMUSG00000037432.15	Fer1l5	0.095009946784697	0.976712289636805	NA
ENSMUSG00000037434.7	Slc30a1	-0.254311952042172	6.39649892550153e-05	0.00251487015395388
ENSMUSG00000037437.18	Adam32	-0.10691504902417	0.863571284464666	NA
ENSMUSG00000037438.6	Uqcrh-ps1	0.277181205103618	0.835274220533063	NA
ENSMUSG00000037440.8	Vnn1	-0.213208725531313	0.897512172899772	NA
ENSMUSG00000037443.13	Cep85	0.211962879583496	0.00726174643800589	0.097077038754199
ENSMUSG00000037446.14	Tulp1	NA	NA	NA
ENSMUSG00000037447.16	Arid5a	0.223232587217988	0.192808057165695	0.614673183096996
ENSMUSG00000037451.8	Slc22a20	NA	NA	NA
ENSMUSG00000037455.16	Slc18b1	-0.179998107732318	0.694270026318355	0.926599011281277
ENSMUSG00000037458.15	Azin1	-0.136339290838827	0.0270938969571265	0.226192324159051
ENSMUSG00000037461.10	Ints7	0.0432047874724748	0.447922449996119	0.825431355766913
ENSMUSG00000037463.14	Fbxo27	-0.0565053710348004	0.957496377852282	NA
ENSMUSG00000037465.10	Klf10	-0.1886147369747	0.0381661024643673	0.277769673766723
ENSMUSG00000037466.13	Tedc1	0.124799178574593	0.520893373256958	0.859871681349203
ENSMUSG00000037469.10	Acp7	NA	NA	NA
ENSMUSG00000037470.14	Uggt1	0.0804637439647676	0.22874041510563	0.656361920202703
ENSMUSG00000037474.13	Dtl	-0.115052773967363	0.651232367312418	0.912148188865687
ENSMUSG00000037475.15	Thoc2	0.00618466790721696	0.916940170354286	0.983687512377681
ENSMUSG00000037477.8	Tbx10	-0.565887276790707	0.49614778330339	NA
ENSMUSG00000037482.2	Erv3	0.00905585048144733	0.966112121379909	0.992265300500648
ENSMUSG00000037486.18	Asxl2	-0.143479596104674	0.035950101817811	0.269860312321008
ENSMUSG00000037487.7	Ubr5	0.0685450312466382	0.169015483260921	0.581267469621527
ENSMUSG00000037490.5	Slc2a12	1.53581421765527	0.397711956385475	NA
ENSMUSG00000037492.16	Zmat4	0.803769544467277	0.167781036383293	NA
ENSMUSG00000037493.6	Cib2	-0.0573471896722492	0.742266218566829	0.941299475894985
ENSMUSG00000037499.9	Nenf	0.0283034044246434	0.721169117011003	0.935719028864943
ENSMUSG00000037503.12	Fam168b	0.0454899072435913	0.277894820611408	0.708013819365237
ENSMUSG00000037509.21	Arhgef4	-0.363377841896479	0.0600990508409582	0.349188819565234
ENSMUSG00000037514.17	Pank2	0.0267058955588406	0.718101019565504	0.934972446953837
ENSMUSG00000037519.17	Ppfia1	-0.200584626666316	0.00427696013930642	0.0681016508609432
ENSMUSG00000037523.13	Mavs	-0.0117309299058801	0.867974388799358	0.973652202739215
ENSMUSG00000037525.5	Bcdin3d	0.0398431650796275	0.754631779543528	0.946012500011228
ENSMUSG00000037526.7	Atg14	0.00529047857110405	0.95293642318234	0.991326580711994
ENSMUSG00000037529.13	Prss40	NA	NA	NA
ENSMUSG00000037531.8	Mrpl47	-0.0535069762066973	0.631121449127183	0.904066746818977
ENSMUSG00000037533.20	Rapgef6	-0.0152807038605724	0.850987959125127	0.97012990023584
ENSMUSG00000037535.5	1700021A07Rik	-0.278884594578284	0.889432299180985	NA
ENSMUSG00000037536.14	Fbxo34	-0.178618058778359	0.0106975391823765	0.125906430264487
ENSMUSG00000037537.6	H2-M11	NA	NA	NA
ENSMUSG00000037541.21	Shank2	1.42863387171913	0.177545459458372	NA
ENSMUSG00000037542.13	Aldh8a1	1.96062215168901	0.500968508782837	NA
ENSMUSG00000037544.14	Dlgap5	-0.0557267800028991	0.75402653199856	0.945945894120513
ENSMUSG00000037548.15	H2-DMb2	0.169665247269883	0.417166489763379	0.803803254812764
ENSMUSG00000037552.17	Plekhg2	-0.123263783498304	0.280615301587805	0.709597385173352
ENSMUSG00000037553.14	Zdhhc18	-0.273604033401849	0.00293296386082939	0.0519272662940254
ENSMUSG00000037563.15	Rps16	-0.0619687601524374	0.377570431215535	0.780638710528102
ENSMUSG00000037568.12	Vash2	0.116873217535903	0.851333113774739	NA
ENSMUSG00000037570.16	Mcrs1	-0.0460886424882441	0.544354485213927	0.870560958992576
ENSMUSG00000037572.17	Wdhd1	0.114210793591015	0.327867944659568	0.747112246945054
ENSMUSG00000037573.5	Tob1	0.00317112585594235	0.979202160680718	0.994322094334769
ENSMUSG00000037577.13	Ephx3	0.322604200363899	0.841041439134629	NA
ENSMUSG00000037578.4	Pkd2l1	-0.482058857413238	0.844053779403895	NA
ENSMUSG00000037579.7	Kcnh3	0.291829909477572	0.635777383591934	NA
ENSMUSG00000037580.10	Gch1	-0.174021355184556	0.0110669876255685	0.128501483395852
ENSMUSG00000037583.2	Nr0b2	NA	NA	NA
ENSMUSG00000037593.12	Rskr	-0.265984991178072	0.385246705826271	0.784592717674569
ENSMUSG00000037594.11	Clba1	-0.254872375611794	0.184834857024183	0.604452998775974
ENSMUSG00000037600.16	Kdf1	-0.665248132516457	0.670972493899415	NA
ENSMUSG00000037601.11	Nme1	-0.18659141912368	0.0421846616355654	0.291810407021493
ENSMUSG00000037603.7	Gm5519	-0.626330058080694	0.851796937554396	NA
ENSMUSG00000037605.16	Adgrl3	-0.190344415717576	0.812216193492205	NA
ENSMUSG00000037606.18	Osbpl5	0.229652410400247	0.0770511578692052	0.397940682579432
ENSMUSG00000037608.16	Bclaf1	0.0691937723446523	0.204545764533143	0.628860301232399
ENSMUSG00000037610.15	Kcnmb2	NA	NA	NA
ENSMUSG00000037613.16	Tnfrsf23	0.399666297789908	0.00373950523940928	0.0620265878348066
ENSMUSG00000037617.12	Spag1	0.161029313241251	0.472140770534854	0.835279504687249
